canonical_ar,english,frequency_class,corpus_share_pct,slot1_person_pct,slot2_father_pct,slot3_grandfather_pct,slot4_ancestor_pct,slot5_family_pct,slot6_clan_pct
الضويلي,Eldoweily,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الضي,Eldee,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الضيظوي,Eldaizawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الضيفاء,Eldaifaa,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0
الضيقة,Eldayyeka,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الضيني,Eldeeny,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الطائف,Eltaef,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
الطاغوس,Eltaghous,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطاناملي,Eltanamly,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطاهركامل,Eltaherkamel,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الطايف,Eltayef,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الطباش,Eltabbash,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطبجاوي,Eltabgawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطبيلي,Eltabeely,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطحلي,Eltahly,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الطرابولسي,Eltaraboulsi,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطرابيل,Eltarabeel,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطراد,Eltarrad,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الطرازي,Elterazy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطراس,Eltarras,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطراني,Eltarrany,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطرانيس,Eltaranees,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطراه,Eltarah,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الطرة,Eltorra,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطرزي,Eltarzy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطرش,Eltarash,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الطرطوسية,Eltartouseya,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطرمان,Eltarman,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطريق,Eltareek,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الطش,Eltash,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الطشطوشي,Eltashtoushy,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
الططري,Eltatary,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الططونجي,Eltattoungy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطفيلي,Eltofaily,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطلالعة,Eltalalaa,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الطلاميس,Eltalamees,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطلحة,Eltalha,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الطلحي,Eltalhy,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الطم,Eltamm,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطمبداوي,Eltambadawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطمبشاوي,Eltambashawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطملة,Eltamla,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الطنابيلي,Eltanabeely,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الطناش,Eltannash,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الطنان,Eltannan,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطنبوري,Eltanboury,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطنة,Eltanna,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطنشي,Eltanshy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطني,Eltanny,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الطهماوي,Eltahmawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطواني,Eltawany,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطوباري,Eltoubary,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الطوبي,Eltouby,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطوشليمي,Eltoushleemy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطوقي,Eltawqy,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
الطونسي,Eltounsy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الطويسي,Eltouwaisy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الطويشي,Eltouwaishy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الطيارة,Eltayyara,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الطيان,Eltayyan,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الطيباتي,Eltaibaty,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الطيبين,Eltayyebeen,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الطيرالفجال,Eltairelfaggal,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الطيناوي,Elteenawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الظالم,Elzalem,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الظفيري,Elzafeery,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الظهراء,Elzahraa,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0
الظهراوي,Elzahrawy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الظهيري,Elzohairy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العائل,Elaayel,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
العابو,Elaabo,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العاتي,Elaaty,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العاجاتي,Elaagaty,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العازة,Elaaza,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العازر,Elaazer,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العاصم,Elaasem,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العاطفي,Elaatefy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العاقب,Elaaqeb,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
العاقوسي,Elaaqousy,r,9e-06,0.0,0.0,0.0,0.0,0.0,0.0
العاقول,Elaaqoul,r,9e-06,0.0,0.0,0.0,0.0,0.0,0.0
العاكوري,Elaakoury,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العامود,Elaamoud,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العامية,Elaameya,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العاهري,Elaahery,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العاوور,Elaawour,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
العاوي,Elaawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العايد,Elaayed,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العايشي,Elaayshy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
العباني,Elabbany,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
العبدالبجم,Elabdelbagam,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العبدالبيبا,Elabdelbeeba,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العبدالديش,Elabdeldeesh,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العبدالرحمن,Elabdelrahman,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العبدالصالح,Elabdelsaleh,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العبدالصغير,Elabdelsagheer,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العبدالعزب,Elabdelazab,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العبدالكاشف,Elabdelkashef,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العبدبدوي,Elabdbadawy,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العبدخليل,Elabdkhalil,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العبدعبيد,Elabdobayd,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العبدعوض,Elabdewad,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العبدعيد,Elabdeed,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العبدغريب,Elabdghareeb,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
العبدقاسم,Elabdqasem,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العبدكشاف,Elabdkashaf,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العبدلله,Elabdellah,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العبدو,Elabdo,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العبلاوي,Elablawy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العبه,Elabbah,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العبوطة,Elabbota,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
العتود,Elatoud,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العتياني,Elotayyany,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العتيري,Elotairy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
العتيمي,Elotaimy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العجارمة,Elagarma,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العجال,Elaggal,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العجامي,Elaggamy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العجاوي,Elaggawy,r,9e-06,0.0,0.0,0.0,0.0,0.0,0.0
العجز,Elagz,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العجل,Elegl,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العجور,Elagour,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العجولي,Elagouly,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العجيلة,Elogila,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العداد,Eladdad,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العدنان,Eladnan,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0
العدناني,Eladnany,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العدوان,Eladwan,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العدوة,Eladwa,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العدوية,Eladaweya,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
العذاق,Elazzaq,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
العذري,Elozry,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العرابيد,Elarabeed,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العراعيش,Elaraaeesh,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العرايفي,Elorayfy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
العرباتي,Elarabaty,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العربيني,Elarabeeny,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العرجاني,Elaragany,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العرشاني,Elarshany,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العرشي,Elarshy,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
العرقسوس,Elerqsous,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العرم,Elaram,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العرنوس,Elarnous,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العروبة,Eloroba,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العرومبي,Elaroumby,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العريضي,Eloraydy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العرينة,Elorayna,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العزايزة,Elazayza,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العزري,Elezry,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العزعزي,Elazaazy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العزول,Elazoul,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
العزولي,Elazouly,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العسا,Elassa,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
العسالة,Elassala,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العسلاني,Elasalany,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العسلوكي,Elasloky,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العسوس,Elasous,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العشابي,Elashaby,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العشاوي,Elashawy,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العشش,Eleshesh,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العشم,Elasham,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العشني,Elashny,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العشير,Elasheer,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العصفور,Elosfour,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العصوري,Elasoury,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العصير,Elaseer,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العضام,Eledam,r,9e-06,0.0,0.0,0.0,0.0,0.0,0.0
العطاشجي,Elattashgy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العطر,Eletr,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العطري,Eletry,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العطشة,Elatsha,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العطشي,Elatashy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
العطل,Elatal,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
العطوان,Elatwan,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العطواني,Elatwany,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العطوري,Elatoury,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العظم,Elazm,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العظيم,Elazeem,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العفاري,Elaffary,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العفتي,Elafty,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العفري,Elefry,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العفيصي,Elofaisy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العقاب,Eloqab,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العقار,Elaqqar,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العقل,Elaql,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العك,Elekk,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العكاشة,Elakkasha,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العكروت,Elakrout,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العكري,Elekry,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العكريشي,Elokareeshy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العكيدي,Elokaidy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العلاحسن,Elalahasan,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العلاونة,Elalawna,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العلايا,Elalaya,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العلقة,Elalaqa,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العلقماوي,Elalqamawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العلوتي,Elalouty,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العليقي,Elolayqy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العليل,Elaleel,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العمادي,Elemady,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العمامي,Elamamy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العمرا,Elamra,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
العمرات,Elamrat,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العمرداوي,Elamradawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العمرني,Elamrany,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العمرواي,Elamrawy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
العمصي,Elamsy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العملاوي,Elamlawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العمور,Elamour,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العموي,Elamawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العميش,Elomaysh,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العناتي,Elanaty,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العنتابي,Elantaby,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العنزة,Elanaza,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العنزيري,Elanzeery,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العنسي,Elansy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العنقيلي,Elanqaily,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العنكش,Elankash,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العنوز,Elanouz,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
العنوزي,Elanouzy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العني,Elany,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العنيبسي,Elonaybsy,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
العنيسي,Elonaisy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العنيشي,Elonayshy,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العنيمي,Elonaimy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العوا,Elawwa,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العوابدة,Elawabda,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العواملة,Elawamla,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العوايسي,Elawaysy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العودات,Elawdat,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العوري,Elawry,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العونية,Elawneya,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العوه,Elawwah,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العوياني,Elowayyany,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العويد,Elowayd,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العويوي,Elowaywy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العيادة,Eleyada,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العيثاوي,Elaythawy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العيثة,Elaytha,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العيدة,Eleeda,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العيدورسي,Elaydourshy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العيروط,Elayrout,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العيزري,Elayzary,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العيطة,Elayta,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
العيناوي,Elaynawy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
العيه,Elayyah,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
العيوير,Eloyweer,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الغاباتي,Elghabaty,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغادة,Elghada,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0
الغاسل,Elghasel,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغالية,Elghalya,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0
الغب,Elghabb,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
الغبر,Elghabr,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الغبيري,Elghobairy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغدامسي,Elghadamsy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الغذاوي,Elghazawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغذلاني,Elghazlany,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغذيري,Elghozairy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغرام,Elgharam,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الغربا,Elgharba,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الغرباني,Elgharbany,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغرث,Elgharth,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الغرقان,Elgharqan,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغرلي,Elgharly,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغروي,Elgharawy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الغري,Elghary,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغزاري,Elghazzary,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغزايري,Elghozayry,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغصن,Elghosn,r,9e-06,0.0,0.0,0.0,0.0,0.0,0.0
الغصين,Elghosayn,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغضاوي,Elghadawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغضنفر,Elghadanfar,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
الغلال,Elghallal,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغلامي,Elgholamy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الغلاي,Elghallay,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغلبا,Elghalba,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغلبوثي,Elghalbouthy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغلموس,Elghalmous,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغلو,Elgholow,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
الغماذي,Elghamazy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغنامة,Elghannama,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الغنان,Elghannan,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الغندورعطوه,Elghandouratwah,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الغنيبالله,Elghanybillah,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الغواتي,Elghawaty,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغوثاني,Elghawthany,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الغوش,Elghosh,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الغوصي,Elghawsy,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الغيب,Elghayb,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغيتاوي,Elgheetawy,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الغيداء,Elghaydaa,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0
الغيضاني,Elghaydany,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الفاتحي,Elfatehy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الفاتيتو,Elfateeto,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
الفاح,Elfah,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الفاخوري,Elfakhoury,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الفاراحمد,Elfarahmad,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الفاس,Elfas,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الفاط,Elfat,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الفاطمة,Elfatma,r,9e-06,100.0,0.0,0.0,0.0,0.0,0.0
الفاطمي,Elfatmy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الفال,Elfal,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الفاني,Elfany,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الفاهوم,Elfahoum,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الفايز,Elfayez,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الفايزي,Elfayezy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الفايض,Elfayed,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الفتاح,Elfattah,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الفتح,Elfath,r,9e-06,0.0,100.0,0.0,0.0,0.0,0.0
الفتوح,Elfotouh,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الفتيان,Elfetyan,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الفجر,Elfagr,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الفخر,Elfakhr,r,9e-06,0.0,0.0,100.0,0.0,0.0,0.0
الفدج,Elfadj,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الفراء,Elfarraa,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الفرار,Elfarrar,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الفراز,Elfarraz,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الفرام,Elfarram,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الفراماوي,Elframawy,r,9e-06,0.0,0.0,0.0,0.0,0.0,100.0
الفرحاني,Elfarhany,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
الفرداوي,Elfardawy,r,9e-06,0.0,0.0,0.0,100.0,0.0,0.0
الفرسكوري,Elfarsakoury,r,9e-06,0.0,0.0,0.0,0.0,100.0,0.0
